element_type,osmid,highway,geometry,maxspeed,nodes,cycleway,lanes,lanes:backward,lanes:forward,name,smoothness,surface,centre_turn_lane,oneway,bridge,layer,lit,cycleway:both,turn:lanes:forward,turn:lanes:backward,destination,junction,lanes:both_ways,turn:lanes:both_ways,note:lanes,postal_code,turn:lanes,store,note,cycleway:right,alt_name,ref,bicycle,destination:ref,hov:lanes,surface:note,tiger:cfcc,tiger:county,tiger:name_base_1,tiger:reviewed,destination:lanes,motor_vehicle:lanes,junction:ref,maxspeed:advisory,source,postal_code:left,postal_code:right,cycleway:left,adot_name,hgv,hov,hov:conditional,motor_vehicle,motor_vehicle:conditional,name_1,destination:street,tiger:name_base,tiger:name_direction_prefix,tiger:name_type,sidewalk,cycleway:right:lane,name:en,name:es,noref,old_ref,tunnel,destination:ref:to,sidewalk:right:surface,shoulder,traffic_sign,check_date,access,oneway:bicycle,hov:minimum,ref:left,ref:right,horse,foot
way,436887262,primary,"LINESTRING (-112.0646147 33.5683087, -112.0646991 33.568253, -112.064712 33.5682446, -112.0648755 33.5681375, -112.0649997 33.5680559, -112.065243 33.5679583)",40 mph,"[4347433339, 10074073406, 5231963863, 1566700835, 390317110, 41618893]",lane,7,3,4,North Cave Creek Road,good,asphalt,,no,,,,,left|left||,,,,,,,,,"Walmart Neighborhood Market, 115 E Dunlap Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436887263,primary,"LINESTRING (-112.0610549 33.5709433, -112.061221 33.5708333, -112.0615598 33.5706051, -112.0620982 33.5702235, -112.062384 33.5700212, -112.0625967 33.569868, -112.0627336 33.5697644, -112.0631587 33.5694379, -112.0633266 33.569309, -112.0636073 33.569095, -112.06373 33.5690014)",40 mph,"[4347433347, 6127278604, 7977220417, 8552087212, 6127278606, 41618889, 6127278607, 7977220406, 5100917058, 7977220404, 5160366140]",lane,5,2,2,North Cave Creek Road,good,asphalt,,no,,,,,,,,,,,,,,"Walmart Neighborhood Market, 115 E Dunlap Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436887265,primary,"LINESTRING (-112.0641599 33.5686685, -112.064217 33.5686243, -112.0642675 33.5685852, -112.0643591 33.5685142, -112.0643855 33.5684942)",40 mph,"[41618891, 3639386463, 7308605075, 371857040, 4347433341]",lane,6,2,4,North Cave Creek Road,good,asphalt,,no,,,,,left|left||,,,,,,,,,"Walmart Neighborhood Market, 115 E Dunlap Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436887268,secondary,"LINESTRING (-112.0738395 33.5684454, -112.0738378 33.5686531)",35 mph,"[4347433340, 3307881664]",,3,,,North Central Avenue,good,asphalt,,yes,,,,,,,,,,,,,left||,"Walmart Neighborhood Market, 115 E Dunlap Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436887271,secondary,"LINESTRING (-112.0739503 33.5706752, -112.073953 33.5704693)",35 mph,"[4347433346, 41594284]",,3,,,North Central Avenue,good,asphalt,,yes,,,,,,,,,,,,,left||,"Walmart Neighborhood Market, 115 E Dunlap Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436887274,secondary,"LINESTRING (-112.0738606 33.5655204, -112.0738607 33.5656706, -112.0738607 33.5657876, -112.0738602 33.5659063)",35 mph,"[4347433329, 7558036918, 4929060968, 41904800]",,3,,,North Central Avenue,good,asphalt,,yes,,,,,,,,,,,,,left||,"Walmart Neighborhood Market, 115 E Dunlap Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436887277,secondary,"LINESTRING (-112.0738405 33.5668804, -112.07384 33.5671882)",35 mph,"[388199555, 4347433332]",,2,,,North Central Avenue,good,asphalt,,yes,,,,,,,,,,,,,,"Walmart Neighborhood Market, 115 E Dunlap Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436887280,secondary,"LINESTRING (-112.073829 33.5704691, -112.0738217 33.5709612)",35 mph,"[3307881674, 4347433348]",,2,,,North Central Avenue,good,asphalt,,yes,,,,,,,,,,,,,,"Walmart Neighborhood Market, 115 E Dunlap Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436887282,secondary,"LINESTRING (-112.0739824 33.5659062, -112.0739821 33.5657859, -112.0739843 33.565525, -112.073984 33.5651124, -112.073984 33.5645795, -112.0739843 33.5644426)",35 mph,"[3307881617, 4929060967, 4929060965, 8460536097, 8553212292, 4347433328]",,2,,,North Central Avenue,good,asphalt,,yes,,,,,,,,,,,,,,"Walmart Neighborhood Market, 115 E Dunlap Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436887285,secondary,"LINESTRING (-112.0739727 33.5630975, -112.0739174 33.5628764)",35 mph,"[4347433327, 41671510]",,3,,,North Central Avenue,good,asphalt,,yes,,,,,,,,,,,,,left||,"Walmart Neighborhood Market, 115 E Dunlap Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436887288,secondary,"LINESTRING (-112.0739618 33.5686538, -112.0739673 33.5681213)",,"[42029148, 4347433338]",,2,,,North Central Avenue,good,asphalt,,yes,,,,,,,,,,,,,,"Walmart Neighborhood Market, 115 E Dunlap Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436887291,secondary,"LINESTRING (-112.073953 33.5704693, -112.0739535 33.570079, -112.0739541 33.5697583)",35 mph,"[41594284, 9856405134, 4347433344]",,2,,,North Central Avenue,good,asphalt,,yes,,,,,,,,,,,,,,"Walmart Neighborhood Market, 115 E Dunlap Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436887294,secondary,"LINESTRING (-112.0738295 33.5702718, -112.073829 33.5704691)",35 mph,"[4347433345, 3307881674]",,3,,,North Central Avenue,good,asphalt,,yes,,,,,,,,,,,,,left||,"Walmart Neighborhood Market, 115 E Dunlap Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436887296,secondary,"LINESTRING (-112.0738329 33.5693538, -112.0738312 33.5695588)",35 mph,"[4347433343, 3307881670]",,3,,,North Central Avenue,good,asphalt,,yes,,,,,,,,,,,,,left||,"Walmart Neighborhood Market, 115 E Dunlap Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436887299,secondary,"LINESTRING (-112.0738312 33.5695588, -112.073828 33.5699525, -112.0738308 33.5701069, -112.0738295 33.5702718)",,"[3307881670, 9896633892, 6902619439, 4347433345]",,2,,,North Central Avenue,good,asphalt,,yes,,,,,,,,,,,,,,"Walmart Neighborhood Market, 115 E Dunlap Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436887302,secondary,"LINESTRING (-112.0738472 33.5665753, -112.0738405 33.5668804)",35 mph,"[4347433331, 388199555]",,3,,,North Central Avenue,good,asphalt,,yes,,,,,,,,,,,,,||right,"Walmart Neighborhood Market, 115 E Dunlap Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436887304,secondary,"LINESTRING (-112.0739843 33.5644426, -112.0739843 33.5644258, -112.0739858 33.5641936, -112.0739864 33.5641025)",,"[4347433328, 3307881587, 7308636506, 3307881572]",,3,,,North Central Avenue,good,asphalt,,yes,,,,,,,,,,,,,left||,"Walmart Neighborhood Market, 115 E Dunlap Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436887307,secondary,"LINESTRING (-112.07384 33.5671882, -112.0738412 33.5673599, -112.0738439 33.5676088, -112.073844 33.5677304)",35 mph,"[4347433332, 8913718313, 911386020, 41872965]",,3,,,North Central Avenue,good,asphalt,,yes,,,,,,,,,,,,,left||,"Walmart Neighborhood Market, 115 E Dunlap Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436887314,secondary,"LINESTRING (-112.073861 33.5713757, -112.073938 33.5712527, -112.0739429 33.5710206, -112.073944 33.5709444, -112.0739503 33.5706752)",35 mph,"[42029160, 3307881675, 8554104152, 9896633893, 4347433346]",,2,,,North Central Avenue,good,asphalt,,yes,,,,,,,,,,,,,,"Walmart Neighborhood Market, 115 E Dunlap Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436887318,secondary,"LINESTRING (-112.0739673 33.5681213, -112.0739699 33.5678636, -112.07397 33.5677295)",,"[4347433338, 2501934368, 3307881659]",,3,,,North Central Avenue,good,asphalt,,yes,,,,,,,,,,,,,left||,"Walmart Neighborhood Market, 115 E Dunlap Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436887322,secondary,"LINESTRING (-112.0739541 33.5697583, -112.0739541 33.5697159, -112.0739542 33.569561)",,"[4347433344, 3307881671, 41554968]",,3,,,North Central Avenue,good,asphalt,,yes,,,,,,,,,,,,,left||,"Walmart Neighborhood Market, 115 E Dunlap Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436887324,secondary,"LINESTRING (-112.0738217 33.5709612, -112.073817 33.5712707, -112.073861 33.5713757)",35 mph,"[4347433348, 3307881676, 42029160]",,3,,,North Central Avenue,good,asphalt,,yes,,,,,,,,,,,,,left||,"Walmart Neighborhood Market, 115 E Dunlap Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436887327,secondary,"LINESTRING (-112.0739836 33.5662742, -112.0739827 33.5659875, -112.0739824 33.5659062)",35 mph,"[4347433330, 3307881620, 3307881617]",,3,,,North Central Avenue,good,asphalt,,yes,,,,,,,,,,,,,left||,"Walmart Neighborhood Market, 115 E Dunlap Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436887329,secondary,"LINESTRING (-112.0739578 33.5688574, -112.0739576 33.5688278, -112.0739618 33.5686538)",,"[4347433342, 392457221, 42029148]",,3,,,North Central Avenue,good,asphalt,,yes,,,,,,,,,,,,,left||,"Walmart Neighborhood Market, 115 E Dunlap Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436887331,secondary,"LINESTRING (-112.073844 33.5677304, -112.0738442 33.5678664, -112.073838 33.5682421, -112.0738401 33.5683213, -112.0738395 33.5684454)",35 mph,"[41872965, 3307881661, 10060028901, 5187764662, 4347433340]",,2,,,North Central Avenue,good,asphalt,,yes,,,,,,,,,,,,,,"Walmart Neighborhood Market, 115 E Dunlap Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436887332,secondary,"LINESTRING (-112.0738617 33.5641029, -112.0738634 33.5642949, -112.0738631 33.5644229, -112.073862 33.5647089, -112.0738621 33.5648794, -112.0738606 33.5655204)",35 mph,"[390548348, 11065953970, 390156068, 11065953969, 390155884, 4347433329]",,2,,,North Central Avenue,good,asphalt,,yes,,,,,,,,,,,,85020,,"Walmart Neighborhood Market, 115 E Dunlap Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436888601,secondary,"LINESTRING (-112.0732352 33.5677324, -112.073322 33.5677321, -112.0735106 33.5677315, -112.0737522 33.5677307, -112.073844 33.5677304)",35 mph,"[4347450517, 11065953965, 8913718316, 390154708, 41872965]",,6,2,4,East Dunlap Avenue,good,asphalt,,no,,,,,left|||,,,,,,,,,"Walmart Neighborhood Market, 115 E Dunlap Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436888602,primary,"LINESTRING (-112.0652157 33.5696022, -112.0652159 33.5697914, -112.0652161 33.5700462, -112.0652163 33.5702992, -112.0652167 33.5706462, -112.0652168 33.5707952, -112.0652169 33.5708508, -112.0652171 33.5709758)",40 mph,"[41741568, 9642885569, 41741571, 4081132026, 41594217, 8459739870, 372938864, 4347450518]",,6,2,3,North 7th Street,good,asphalt,yes,no,,,yes,,,,,,,,,,,"Walmart Neighborhood Market, 115 E Dunlap Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436888603,primary,"LINESTRING (-112.065215 33.5713999, -112.0652159 33.571507, -112.065213 33.5716829, -112.065211 33.5718249, -112.0652099 33.5718993)",35 mph,"[41741575, 3852304869, 5231963875, 7424630216, 4347450520]",,6,3,3,North 7th Street,good,asphalt,yes,no,,,yes,,,left||,,,,,,,,"Walmart Neighborhood Market, 115 E Dunlap Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436888604,primary,"LINESTRING (-112.0652171 33.5709758, -112.0652166 33.5710109, -112.065214 33.5711427, -112.0652121 33.571296, -112.065215 33.5713999)",40 mph,"[4347450518, 7202892120, 5231963873, 3852304859, 41741575]",,6,2,4,North 7th Street,good,asphalt,yes,no,,,yes,,left|||,,,,,,,,,"Walmart Neighborhood Market, 115 E Dunlap Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436888605,primary,"LINESTRING (-112.0652294 33.5670245, -112.0652295 33.5670535, -112.0652328 33.5672375, -112.065234 33.5673012, -112.0652376 33.567454, -112.0652448 33.5677152, -112.065243 33.5679583)",40 mph,"[4347450514, 8552116522, 8552114914, 5231963860, 390316649, 2272782955, 41618893]",,8,3,4,North 7th Street,good,asphalt,yes,no,,,yes,,||through;slight_right|through;slight_right,,,,1,,,,,"Walmart Neighborhood Market, 115 E Dunlap Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436888606,secondary,"LINESTRING (-112.0738561 33.5717837, -112.07386 33.5714795, -112.073861 33.5713757)",35 mph,"[4347450519, 3307881681, 42029160]",,5,2,3,North Central Avenue,good,asphalt,,,,,,,left||,,,,,,,,,"Walmart Neighborhood Market, 115 E Dunlap Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436888607,secondary,"LINESTRING (-112.0804051 33.5675923, -112.0809587 33.5675827, -112.0809826 33.5675823)",35 mph,"[42401658, 3211892608, 5157212980]",,5,2,2,West Dunlap Avenue,good,asphalt,yes,no,,,,,,,,,,,,,,"Walmart Neighborhood Market, 115 E Dunlap Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436888608,secondary,"LINESTRING (-112.0745891 33.5677146, -112.074621 33.5677137, -112.0748239 33.5677083, -112.0750465 33.5677024, -112.0752145 33.5676991, -112.0756416 33.5676908, -112.0761361 33.5676811, -112.0763493 33.5676766)",35 mph,"[4347450516, 10060028910, 8913726323, 1568810792, 8913726317, 9856405307, 41997920, 2720577547]",,6,2,3,West Dunlap Avenue,good,asphalt,yes,no,,,,,,,,,,,,,,"Walmart Neighborhood Market, 115 E Dunlap Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,437353258,primary,"LINESTRING (-112.065171 33.5750355, -112.0651695 33.575131, -112.0651667 33.5753083, -112.0651625 33.5755391, -112.0651625 33.5755727)",35 mph,"[41741582, 3006456232, 4987516646, 5231963877, 4351634448]",,6,3,3,North 7th Street,good,asphalt,yes,no,,,yes,,,left||,,,,,,,,"Walmart Neighborhood Market, 115 E Dunlap Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,512354344,primary,"LINESTRING (-112.0652556 33.5659405, -112.0652509 33.5661246, -112.0652472 33.5662709, -112.0652451 33.5663514, -112.06524 33.5665291, -112.0652347 33.5667301, -112.0652338 33.5667937)",35 mph,"[41741558, 6690028410, 9843863726, 10003433234, 5231963859, 8915519184, 390315084]",,6,2,3,North 7th Street,good,asphalt,yes,no,,,yes,,,,,,,,,,,"Walmart Neighborhood Market, 115 E Dunlap Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,512354346,primary,"LINESTRING (-112.065259 33.5641437, -112.0652588 33.5642202, -112.0652605 33.5645162, -112.0652609 33.564578, -112.065257 33.564712, -112.0652549 33.5649602, -112.0652531 33.5651082, -112.0652546 33.5656026, -112.0652547 33.5656522, -112.0652556 33.5659405)",35 mph,"[41741554, 3006456228, 7051352391, 7048270709, 5231963858, 7048270708, 5752865929, 7518676454, 7641954450, 41741558]",,6,,,North 7th Street,good,asphalt,yes,no,,,yes,,,,,,,,,,,"Walmart Neighborhood Market, 115 E Dunlap Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,531259275,secondary,"LINESTRING (-112.0809826 33.5675823, -112.0810944 33.5675803, -112.0813427 33.567576, -112.081648 33.5675707, -112.081723 33.5675694)",40 mph,"[5157212980, 7048726739, 9843863759, 10074100017, 4347450515]",,5,2,2,West Dunlap Avenue,good,asphalt,yes,no,,,,,,,,,,,,,,"Walmart Neighborhood Market, 115 E Dunlap Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,531259280,secondary,"LINESTRING (-112.082532 33.5696886, -112.0825321 33.5698048, -112.082532 33.5699017, -112.082532 33.5699675, -112.0825322 33.5702758)",35 mph,"[5157212982, 41554995, 41769491, 8460175689, 6416412477]",lane,4,2,2,North 7th Avenue,good,asphalt,,no,,,,,,,,,,,,,,"Walmart Neighborhood Market, 115 E Dunlap Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,531623866,primary,"LINESTRING (-112.06373 33.5690014, -112.064087 33.568725, -112.0641599 33.5686685)",40 mph,"[5160366140, 10060076800, 41618891]",lane,5,2,3,North Cave Creek Road,good,asphalt,,no,,,,,,,,,,,,,,"Walmart Neighborhood Market, 115 E Dunlap Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,531623869,secondary,"LINESTRING (-112.0775161 33.5676475, -112.0779801 33.5676363)",35 mph,"[987384625, 41601182]",,6,2,3,West Dunlap Avenue,good,asphalt,yes,no,,,,,,,,,,,,,,"Walmart Neighborhood Market, 115 E Dunlap Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,531689380,secondary,"LINESTRING (-112.082536 33.5662499, -112.0825365 33.5665451, -112.0825366 33.5665893, -112.0825367 33.5666679, -112.0825369 33.56675)",40 mph,"[987375945, 987375941, 3337244418, 41769478, 4346569413]",,5,2,2,North 7th Avenue,good,asphalt,yes,no,,,,,,,,,,,"2 southbound, 3 northbound",,,"Walmart Neighborhood Market, 115 E Dunlap Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,531689381,secondary,"LINESTRING (-112.082532 33.5649494, -112.0825346 33.565493, -112.0825349 33.5656574, -112.0825355 33.5660079, -112.082536 33.5662499)",40 mph,"[41642972, 9072710843, 5862727160, 41769476, 987375945]",,6,2,3,North 7th Avenue,good,asphalt,yes,no,,,,,,,,,,,"2 southbound, 3 northbound",,,"Walmart Neighborhood Market, 115 E Dunlap Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,531697229,primary,"LINESTRING (-112.0652356 33.5686813, -112.0652314 33.5688533, -112.0652248 33.5691679, -112.0652157 33.5696022)",40 mph,"[41741565, 7308605071, 7308605076, 41741568]",,6,3,3,North 7th Street,good,asphalt,,no,,,yes,,,,,,,,,,,"Walmart Neighborhood Market, 115 E Dunlap Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,531697230,primary,"LINESTRING (-112.065243 33.5679583, -112.065243 33.5681633, -112.0652395 33.5685047, -112.065236 33.5686495, -112.0652356 33.5686813)",40 mph,"[41618893, 2272782961, 2720602263, 5231963861, 41741565]",,7,4,3,North 7th Street,good,asphalt,,no,,,yes,,,,,,,,,,,"Walmart Neighborhood Market, 115 E Dunlap Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,535112648,secondary,"LINESTRING (-112.0738655 33.5743485, -112.073863 33.5741733)",35 mph,"[2420401423, 5187764741]",,5,2,2,North Central Avenue,good,asphalt,,,,,,,,,,,1,left,,,,"Walmart Neighborhood Market, 115 E Dunlap Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,549327174,primary,"LINESTRING (-112.0652756 33.5578812, -112.0652768 33.5582196, -112.0652781 33.558432)",40 mph,"[390415070, 8701942686, 41741548]",,6,2,3,North 7th Street,good,asphalt,yes,no,,,yes,,,,,,,,,,,"Walmart Neighborhood Market, 115 E Dunlap Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,721236945,secondary,"LINESTRING (-112.0673993 33.5677522, -112.067899 33.5677523, -112.0684004 33.5677524, -112.0687567 33.5677498, -112.068977 33.5677482)",35 mph,"[41872975, 10074079598, 7640547969, 7640546448, 4347433335]",,6,2,3,East Dunlap Avenue,good,asphalt,yes,no,,,,,,,,,,,,,,"Walmart Neighborhood Market, 115 E Dunlap Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,729928254,secondary,"LINESTRING (-112.0738911 33.5749706, -112.0738806 33.5749549, -112.0738633 33.5749405, -112.0738466 33.5749332, -112.0738414 33.5749307, -112.0738177 33.5749267, -112.0737905 33.5749292, -112.073762 33.574941)",15 mph,"[2420401440, 2420401436, 2420401435, 10060056631, 2420401434, 2420401432, 2420401433, 41844614]",,1,,,,good,asphalt,,yes,,,,,,,East Mountain View Road;North Central Avenue;West Mountain View Road,roundabout,,,,,,"Walmart Neighborhood Market, 115 E Dunlap Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,729928255,secondary,"LINESTRING (-112.0737599 33.5749431, -112.0737388 33.5749637, -112.0737301 33.5749848, -112.0737299 33.5750075, -112.0737419 33.5750341, -112.0737585 33.5750494)",15 mph,"[5967437644, 2420401438, 2420401442, 2420401445, 2420401450, 5967437645]",,1,,,,good,asphalt,,yes,,,,,,,East Mountain View Road;North Central Avenue;West Mountain View Road,roundabout,,,,,,"Walmart Neighborhood Market, 115 E Dunlap Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,729928256,secondary,"LINESTRING (-112.073762 33.574941, -112.0737599 33.5749431)",15 mph,"[41844614, 5967437644]",,1,,,,good,asphalt,,yes,,,,,,,,roundabout,,,,,,"Walmart Neighborhood Market, 115 E Dunlap Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,737208295,secondary,"LINESTRING (-112.0739163 33.5539833, -112.0739159 33.554268, -112.073921 33.5549591, -112.07392 33.555219, -112.0739111 33.5556888, -112.0739046 33.555992, -112.0739051 33.5561312, -112.0739062 33.5564294, -112.0739071 33.5566577, -112.0739113 33.5567985, -112.0739121 33.5568661, -112.0739219 33.5573895, -112.0739123 33.5578016, -112.073917 33.5582658, -112.0739169 33.5584097, -112.0739155 33.5587585, -112.0739166 33.558827, -112.0739165 33.559015, -112.0739167 33.5591287, -112.0739152 33.5591783, -112.0739105 33.5597757, -112.073904 33.5604255, -112.073904 33.5604934, -112.0739041 33.560747, -112.0739042 33.56097, -112.0739042 33.5609927, -112.0739043 33.5612801, -112.073911 33.5617093, -112.0739065 33.5618965, -112.0739047 33.5619992, -112.0739044 33.5620109, -112.0739009 33.5621733)",35 mph,"[6901835892, 41811991, 42029066, 4614584233, 42029073, 3367450662, 5771815919, 11072060336, 987417132, 42029079, 11065953978, 42029084, 1557876964, 42029089, 3308636067, 2497355937, 9970213585, 5671216642, 42029099, 9970213584, 42029105, 42029111, 3308636076, 11065953976, 3308636088, 11065953974, 5671216673, 4929060964, 5166799762, 42029115, 3308636115, 42029121]",,4,2,2,North Central Avenue,good,asphalt,,no,,,,,,,,,,,,,,"Walmart Neighborhood Market, 115 E Dunlap Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1069361224,secondary,"LINESTRING (-112.0825322 33.5702758, -112.082532 33.5703958, -112.0825323 33.5704375, -112.082532 33.5706816, -112.0825326 33.570731)",35 mph,"[6416412477, 8460175682, 6895766494, 5157212981, 4346569419]",shared_lane,4,2,2,North 7th Avenue,good,asphalt,,no,,,,,,,,,,,,,,"Walmart Neighborhood Market, 115 E Dunlap Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1136852759,secondary,"LINESTRING (-112.0738911 33.5749706, -112.0739159 33.5748642)",35 mph,"[2420401440, 2420401430]",,2,,,North Central Avenue,good,asphalt,,yes,,,,,,,,,,,,,,"Walmart Neighborhood Market, 115 E Dunlap Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1136852760,secondary,"LINESTRING (-112.0737835 33.5748482, -112.0737755 33.574894, -112.073762 33.574941)",15 mph,"[1671405099, 5187764748, 41844614]",,1,,,North Central Avenue,good,asphalt,,yes,,,,,,,,,,,,,,"Walmart Neighborhood Market, 115 E Dunlap Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1222794387,secondary,"LINESTRING (-112.0803003 33.5675934, -112.0804051 33.5675923)",35 mph,"[11341770318, 42401658]",,5,2,2,West Dunlap Avenue,excellent,asphalt,yes,no,,,,,,,,,,,,,,"Walmart Neighborhood Market, 115 E Dunlap Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,60947409,secondary,"LINESTRING (-111.9813891 33.5989142, -111.9806548 33.5986736, -111.980552 33.5986412)",40 mph,"[4347617489, 2131457101, 1950236015]",,6,,,East Cactus Road,good,asphalt,,yes,,,,,,,,,,,,,left|left||||right,"Walmart Supercenter, 4747 E Cactus Rd, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
